product_id,product_name,category,subcategory,brand,unit_price,units_sold,revenue,avg_rating,return_rate_pct,stock_level,season
PROD-0233,Yoga Mat Premium,Sports,Yoga,TechPro,49.84,2463,122755.92,3.46,8.56,1332,Winter
PROD-0234,Wool Scarf,Clothing,Accessories,TechPro,49.75,2250,111937.5,4.46,10.82,92,Summer
PROD-0235,Canon EOS R6,Electronics,Cameras,SportMax,2704.64,1048,2834462.72,4.04,2.11,962,Spring
PROD-0236,Galaxy S24,Electronics,Smartphones,FreshFoods,1079.87,2400,2591688.0,3.74,5.27,322,Winter
PROD-0237,Sony WH-1000XM5,Electronics,Headphones,SportMax,442.58,1240,548799.2,4.48,9.82,371,Autumn
PROD-0238,ThinkPad X1,Electronics,Laptops,SportMax,1140.17,1671,1905224.07,3.61,7.69,1861,Autumn
PROD-0239,The Great Novel,Books,Fiction,HomeStyle,20.35,211,4293.85,3.66,10.72,70,Summer
PROD-0240,Silk Dress,Clothing,Women's Wear,TechPro,138.0,4902,676476.0,4.45,2.45,205,Spring
PROD-0241,Dumbbell Set 20kg,Sports,Fitness Equipment,SportMax,75.3,543,40887.9,3.22,5.97,850,All-Year
PROD-0242,Leather Boots,Clothing,Footwear,SportMax,195.32,5,976.6,3.62,5.9,1849,Autumn
PROD-0243,AirPods Pro,Electronics,Headphones,HomeStyle,280.92,2994,841074.48,4.91,8.19,197,Winter
PROD-0244,Wool Scarf,Clothing,Accessories,FashionPlus,47.41,4679,221831.39,3.39,3.02,265,Summer
PROD-0245,Canon EOS R6,Electronics,Cameras,FashionPlus,2101.9,776,1631074.4,4.43,3.75,1259,Spring
PROD-0246,Canon EOS R6,Electronics,Cameras,SportMax,2312.41,2466,5702403.06,3.66,11.7,1368,All-Year
PROD-0247,Standing Desk,Home & Garden,Furniture,FreshFoods,543.2,2185,1186892.0,4.52,2.01,864,Autumn
PROD-0248,Organic Coffee Beans,Food & Beverage,Beverages,SportMax,21.78,280,6098.4,4.5,9.7,1294,Spring
PROD-0249,iPad Air,Electronics,Tablets,SportMax,483.49,279,134893.71,4.67,3.24,812,Autumn
PROD-0250,iPhone 15,Electronics,Smartphones,FreshFoods,1039.35,2817,2927848.95,3.38,10.5,1988,All-Year
PROD-0251,Denim Jacket,Clothing,Men's Wear,ReadWell,102.41,3712,380145.92,4.24,6.78,241,Autumn
PROD-0252,Data Science 101,Books,Non-Fiction,FreshFoods,63.08,2762,174226.96,4.99,2.64,698,Winter
PROD-0253,Ceramic Mug Set,Home & Garden,Kitchenware,ReadWell,32.82,2804,92027.28,4.53,3.52,1601,Autumn
PROD-0254,Silk Dress,Clothing,Women's Wear,FashionPlus,104.84,4450,466538.0,3.25,3.11,936,Spring
PROD-0255,ThinkPad X1,Electronics,Laptops,FreshFoods,1617.73,1034,1672732.82,4.75,4.03,893,All-Year
PROD-0256,MacBook Air,Electronics,Laptops,FreshFoods,1068.68,4185,4472425.8,3.39,10.16,454,Spring
PROD-0257,iPad Air,Electronics,Tablets,FashionPlus,702.21,4305,3023014.05,4.2,2.25,1761,All-Year
PROD-0258,Standing Desk,Home & Garden,Furniture,TechPro,598.86,2970,1778614.2,4.08,8.48,1087,Summer
PROD-0259,Dumbbell Set 20kg,Sports,Fitness Equipment,SportMax,75.66,1356,102594.96,4.27,10.38,463,Summer
PROD-0260,Ceramic Mug Set,Home & Garden,Kitchenware,FreshFoods,29.35,1656,48603.6,3.56,11.53,1943,Winter
PROD-0261,Yoga Mat Premium,Sports,Yoga,ReadWell,61.27,3450,211381.5,4.79,5.88,278,Autumn
PROD-0262,iPhone 15,Electronics,Smartphones,TechPro,924.74,4552,4209416.48,4.34,2.9,1502,All-Year
PROD-0263,The Great Novel,Books,Fiction,TechPro,20.73,3361,69673.53,3.28,6.03,328,Summer
PROD-0264,Denim Jacket,Clothing,Men's Wear,SportMax,88.72,3203,284170.16,4.18,3.36,717,Spring
PROD-0265,Canon EOS R6,Electronics,Cameras,HomeStyle,2174.68,3288,7150347.84,3.25,9.01,1934,Summer
PROD-0266,iPad Air,Electronics,Tablets,ReadWell,521.85,2256,1177293.6,4.52,0.62,240,All-Year
PROD-0267,Yoga Mat Premium,Sports,Yoga,FreshFoods,41.71,4902,204462.42,3.94,8.09,611,Spring
PROD-0268,Ceramic Mug Set,Home & Garden,Kitchenware,FashionPlus,32.05,1258,40318.9,3.14,11.76,1864,Autumn
PROD-0269,Running Shoes Pro,Sports,Running,TechPro,147.62,2092,308821.04,3.23,5.87,1198,Summer
PROD-0270,Dark Chocolate Box,Food & Beverage,Snacks,FashionPlus,18.48,3991,73753.68,4.52,3.08,211,Spring
PROD-0271,The Great Novel,Books,Fiction,FreshFoods,30.8,1976,60860.8,4.74,8.15,1713,Winter
PROD-0272,Silk Dress,Clothing,Women's Wear,TechPro,144.35,2295,331283.25,4.68,8.92,1852,Autumn
PROD-0273,Data Science 101,Books,Non-Fiction,FreshFoods,48.21,2058,99216.18,4.97,1.46,207,Winter
PROD-0274,Canon EOS R6,Electronics,Cameras,FreshFoods,2617.67,4842,12674758.14,3.87,3.56,1599,Winter
PROD-0275,Ceramic Mug Set,Home & Garden,Kitchenware,FreshFoods,35.34,3078,108776.52,4.21,10.51,1367,Winter
PROD-0276,Galaxy S24,Electronics,Smartphones,FreshFoods,767.66,807,619501.62,4.15,1.85,1564,Summer
PROD-0277,Dumbbell Set 20kg,Sports,Fitness Equipment,FreshFoods,101.13,4946,500188.98,3.84,5.03,1524,Spring
PROD-0278,Dumbbell Set 20kg,Sports,Fitness Equipment,FashionPlus,106.27,3774,401062.98,4.15,6.51,1925,Winter
PROD-0279,Data Science 101,Books,Non-Fiction,FashionPlus,59.43,210,12480.3,3.43,2.58,1291,Autumn
PROD-0280,ThinkPad X1,Electronics,Laptops,HomeStyle,1763.21,232,409064.72,4.46,10.27,519,Autumn
PROD-0281,Organic Coffee Beans,Food & Beverage,Beverages,HomeStyle,19.51,2037,39741.87,3.55,9.51,664,Winter
PROD-0282,Dark Chocolate Box,Food & Beverage,Snacks,FashionPlus,13.96,1315,18357.4,3.42,9.36,1120,Autumn
PROD-0283,Denim Jacket,Clothing,Men's Wear,HomeStyle,94.05,1409,132516.45,4.69,10.35,683,Autumn
PROD-0284,The Great Novel,Books,Fiction,FreshFoods,29.24,1864,54503.36,3.63,4.02,1872,Spring
PROD-0285,Data Science 101,Books,Non-Fiction,ReadWell,47.81,4073,194730.13,4.28,9.2,414,Autumn
PROD-0286,Dark Chocolate Box,Food & Beverage,Snacks,ReadWell,14.62,3586,52427.32,4.79,9.18,1964,Summer
PROD-0287,Camping Tent 4P,Sports,Outdoor,TechPro,255.87,4766,1219476.42,3.62,6.32,1315,All-Year
PROD-0288,Yoga Mat Premium,Sports,Yoga,FreshFoods,52.39,3260,170791.4,4.24,1.37,191,Spring
PROD-0289,Dark Chocolate Box,Food & Beverage,Snacks,FreshFoods,18.85,3314,62468.9,4.7,2.18,696,All-Year
PROD-0290,Dumbbell Set 20kg,Sports,Fitness Equipment,ReadWell,77.12,3155,243313.6,3.21,11.49,1668,Autumn
PROD-0291,The Great Novel,Books,Fiction,FreshFoods,32.12,2652,85182.24,5.0,5.59,83,Summer
PROD-0292,Ceramic Mug Set,Home & Garden,Kitchenware,SportMax,32.88,2242,73716.96,3.05,3.08,1423,Summer
PROD-0293,Canon EOS R6,Electronics,Cameras,SportMax,2549.42,1769,4509923.98,3.29,3.91,1975,Spring
PROD-0294,The Great Novel,Books,Fiction,ReadWell,30.46,3395,103411.7,4.11,11.98,393,Winter
PROD-0295,Sony WH-1000XM5,Electronics,Headphones,FreshFoods,380.57,4714,1794006.98,4.78,11.76,1529,Autumn
PROD-0296,Dark Chocolate Box,Food & Beverage,Snacks,HomeStyle,18.01,2159,38883.59,3.86,4.69,1895,Summer
PROD-0297,Camping Tent 4P,Sports,Outdoor,FreshFoods,292.58,1101,322130.58,3.64,10.02,1438,Summer
PROD-0298,Ceramic Mug Set,Home & Garden,Kitchenware,FreshFoods,25.07,4157,104215.99,4.42,6.66,214,All-Year
PROD-0299,Canon EOS R6,Electronics,Cameras,FashionPlus,2434.45,4538,11047534.1,4.64,3.08,551,All-Year
PROD-0300,Galaxy S24,Electronics,Smartphones,ReadWell,997.35,4072,4061209.2,4.18,1.24,350,Spring
