order_id,order_date,customer_name,region,city,product_name,category,subcategory,quantity,unit_price,total_amount,payment_method,channel,status
ORD-2023000188,2023-05-18,Customer_61,South,Xiamen,Organic Coffee Beans,Food & Beverage,Beverages,4,17.2,68.8,WeChat Pay,Store,Cancelled
ORD-2023000189,2025-01-29,Customer_96,Central,Wuhan,The Great Novel,Books,Fiction,2,26.33,52.66,Bank Transfer,App,Returned
ORD-2023000190,2024-07-24,Customer_64,South,Xiamen,Dumbbell Set 20kg,Sports,Fitness Equipment,4,84.04,336.16,Credit Card,App,Processing
ORD-2023000191,2024-06-17,Customer_181,West,Xi'an,Denim Jacket,Clothing,Men's Wear,5,69.94,349.7,Bank Transfer,Website,Returned
ORD-2023000192,2023-06-01,Customer_116,East,Nanjing,Wool Scarf,Clothing,Accessories,2,34.58,69.16,Alipay,Phone,Completed
ORD-2023000193,2024-08-17,Customer_77,East,Nanjing,Dumbbell Set 20kg,Sports,Fitness Equipment,1,90.33,90.33,Alipay,Website,Shipped
ORD-2023000194,2024-04-29,Customer_127,Central,Wuhan,ThinkPad X1,Electronics,Laptops,2,1521.58,3043.16,Credit Card,Store,Returned
ORD-2023000195,2023-06-26,Customer_17,Central,Zhengzhou,Leather Boots,Clothing,Footwear,5,141.34,706.7,WeChat Pay,Phone,Cancelled
ORD-2023000196,2024-10-11,Customer_165,Central,Zhengzhou,Silk Dress,Clothing,Women's Wear,5,112.5,562.5,Credit Card,Phone,Cancelled
ORD-2023000197,2024-01-08,Customer_197,Central,Zhengzhou,AirPods Pro,Electronics,Headphones,5,259.44,1297.2,Alipay,Phone,Returned
ORD-2023000198,2023-11-28,Customer_83,North,Beijing,Standing Desk,Home & Garden,Furniture,2,469.68,939.36,Alipay,Store,Returned
ORD-2023000199,2024-07-16,Customer_33,East,Shanghai,Running Shoes Pro,Sports,Running,2,155.04,310.08,WeChat Pay,Third-party,Returned
ORD-2023000200,2023-11-12,Customer_44,North,Shenyang,Data Science 101,Books,Non-Fiction,2,51.37,102.74,COD,Third-party,Shipped
ORD-2023000201,2024-06-26,Customer_167,Central,Wuhan,iPhone 15,Electronics,Smartphones,1,862.77,862.77,Alipay,Third-party,Cancelled
ORD-2023000202,2024-08-16,Customer_165,Central,Changsha,iPhone 15,Electronics,Smartphones,4,1115.58,4462.32,WeChat Pay,Phone,Processing
ORD-2023000203,2023-11-20,Customer_113,West,Chongqing,Leather Boots,Clothing,Footwear,1,168.0,168.0,Bank Transfer,Phone,Cancelled
ORD-2023000204,2024-10-15,Customer_188,South,Guangzhou,The Great Novel,Books,Fiction,2,23.58,47.16,WeChat Pay,Phone,Processing
ORD-2023000205,2025-08-13,Customer_32,East,Nanjing,Ceramic Mug Set,Home & Garden,Kitchenware,1,27.43,27.43,WeChat Pay,Phone,Processing
ORD-2023000206,2025-05-06,Customer_64,South,Shenzhen,Galaxy S24,Electronics,Smartphones,3,1019.12,3057.36,Alipay,Store,Returned
ORD-2023000207,2025-08-14,Customer_128,East,Shanghai,Sony WH-1000XM5,Electronics,Headphones,4,400.93,1603.72,WeChat Pay,Phone,Completed
ORD-2023000208,2024-03-16,Customer_150,North,Tianjin,Standing Desk,Home & Garden,Furniture,4,568.86,2275.44,WeChat Pay,App,Completed
ORD-2023000209,2023-01-17,Customer_28,East,Hangzhou,The Great Novel,Books,Fiction,4,23.38,93.52,Bank Transfer,Website,Shipped
ORD-2023000210,2024-02-03,Customer_93,East,Hangzhou,Dumbbell Set 20kg,Sports,Fitness Equipment,1,86.35,86.35,COD,Store,Completed
ORD-2023000211,2023-09-01,Customer_33,West,Xi'an,Leather Boots,Clothing,Footwear,5,148.49,742.45,Credit Card,Phone,Shipped
ORD-2023000212,2025-11-08,Customer_103,East,Nanjing,Dumbbell Set 20kg,Sports,Fitness Equipment,2,80.96,161.92,COD,App,Completed
ORD-2023000213,2025-11-29,Customer_117,North,Beijing,Dark Chocolate Box,Food & Beverage,Snacks,3,16.36,49.08,Alipay,Third-party,Returned
ORD-2023000214,2024-09-04,Customer_152,South,Guangzhou,The Great Novel,Books,Fiction,3,22.46,67.38,WeChat Pay,Third-party,Returned
ORD-2023000215,2023-02-04,Customer_95,Central,Zhengzhou,Dark Chocolate Box,Food & Beverage,Snacks,5,14.09,70.45,WeChat Pay,App,Cancelled
ORD-2023000216,2024-06-27,Customer_168,Central,Zhengzhou,Dark Chocolate Box,Food & Beverage,Snacks,1,15.43,15.43,COD,Third-party,Processing
ORD-2023000217,2025-02-17,Customer_38,North,Shenyang,Wool Scarf,Clothing,Accessories,2,39.28,78.56,Alipay,App,Returned
ORD-2023000218,2023-11-07,Customer_106,North,Beijing,iPhone 15,Electronics,Smartphones,4,943.16,3772.64,Alipay,Phone,Returned
ORD-2023000219,2024-10-27,Customer_170,Central,Zhengzhou,Galaxy S24,Electronics,Smartphones,2,904.04,1808.08,Bank Transfer,Third-party,Cancelled
ORD-2023000220,2024-12-26,Customer_174,East,Shanghai,Leather Boots,Clothing,Footwear,5,151.48,757.4,WeChat Pay,Third-party,Cancelled
ORD-2023000221,2024-09-01,Customer_198,South,Shenzhen,Running Shoes Pro,Sports,Running,5,139.99,699.95,WeChat Pay,Website,Cancelled
ORD-2023000222,2024-07-14,Customer_74,East,Hangzhou,Dumbbell Set 20kg,Sports,Fitness Equipment,5,100.58,502.9,Credit Card,Third-party,Returned
ORD-2023000223,2024-08-12,Customer_183,West,Chongqing,Dumbbell Set 20kg,Sports,Fitness Equipment,2,83.41,166.82,Credit Card,Store,Cancelled
ORD-2023000224,2024-07-09,Customer_144,East,Nanjing,Wool Scarf,Clothing,Accessories,2,35.51,71.02,WeChat Pay,Website,Completed
ORD-2023000225,2025-12-23,Customer_58,Central,Changsha,LED Floor Lamp,Home & Garden,Lighting,2,82.12,164.24,Alipay,App,Completed
ORD-2023000226,2023-10-09,Customer_2,West,Chongqing,Dark Chocolate Box,Food & Beverage,Snacks,4,13.19,52.76,COD,Website,Cancelled
ORD-2023000227,2024-08-11,Customer_83,West,Chongqing,Data Science 101,Books,Non-Fiction,2,53.83,107.66,WeChat Pay,App,Completed
ORD-2023000228,2023-12-25,Customer_107,Central,Wuhan,Ceramic Mug Set,Home & Garden,Kitchenware,1,32.6,32.6,Alipay,App,Cancelled
ORD-2023000229,2023-08-08,Customer_86,West,Chengdu,Yoga Mat Premium,Sports,Yoga,1,41.79,41.79,WeChat Pay,Phone,Returned
ORD-2023000230,2024-01-30,Customer_29,Central,Zhengzhou,AirPods Pro,Electronics,Headphones,5,246.61,1233.05,WeChat Pay,Website,Cancelled
ORD-2023000231,2024-08-27,Customer_146,East,Nanjing,Sony WH-1000XM5,Electronics,Headphones,1,373.77,373.77,Alipay,Website,Returned
ORD-2023000232,2023-07-15,Customer_48,West,Chongqing,Standing Desk,Home & Garden,Furniture,3,437.13,1311.39,Alipay,Phone,Shipped
ORD-2023000233,2024-06-30,Customer_85,South,Shenzhen,Running Shoes Pro,Sports,Running,4,137.18,548.72,WeChat Pay,Third-party,Returned
ORD-2023000234,2023-05-08,Customer_171,North,Tianjin,Data Science 101,Books,Non-Fiction,3,52.88,158.64,Credit Card,Phone,Shipped
ORD-2023000235,2024-09-28,Customer_177,South,Guangzhou,Organic Coffee Beans,Food & Beverage,Beverages,5,22.53,112.65,Credit Card,Store,Shipped
ORD-2023000236,2025-07-20,Customer_192,Central,Wuhan,Canon EOS R6,Electronics,Cameras,2,2482.64,4965.28,COD,Store,Cancelled
ORD-2023000237,2023-06-17,Customer_135,Central,Zhengzhou,Ceramic Mug Set,Home & Garden,Kitchenware,2,31.28,62.56,Bank Transfer,Third-party,Shipped
ORD-2023000238,2025-11-01,Customer_52,North,Shenyang,ThinkPad X1,Electronics,Laptops,1,1536.99,1536.99,COD,Third-party,Processing
ORD-2023000239,2024-02-25,Customer_184,South,Guangzhou,Standing Desk,Home & Garden,Furniture,4,441.55,1766.2,COD,Phone,Completed
ORD-2023000240,2025-04-30,Customer_117,Central,Zhengzhou,Galaxy S24,Electronics,Smartphones,4,799.74,3198.96,COD,App,Returned
ORD-2023000241,2023-01-07,Customer_191,West,Xi'an,Yoga Mat Premium,Sports,Yoga,1,47.47,47.47,Alipay,Third-party,Completed
ORD-2023000242,2023-05-04,Customer_18,North,Tianjin,Dumbbell Set 20kg,Sports,Fitness Equipment,1,90.1,90.1,Bank Transfer,App,Shipped
ORD-2023000243,2025-02-22,Customer_115,West,Chengdu,AirPods Pro,Electronics,Headphones,4,239.62,958.48,Bank Transfer,Phone,Completed
ORD-2023000244,2025-03-15,Customer_136,Central,Wuhan,Data Science 101,Books,Non-Fiction,3,44.27,132.81,Alipay,Website,Completed
ORD-2023000245,2025-02-15,Customer_59,North,Tianjin,Leather Boots,Clothing,Footwear,5,155.38,776.9,Alipay,Phone,Shipped
ORD-2023000246,2025-05-08,Customer_158,South,Guangzhou,iPad Air,Electronics,Tablets,1,514.94,514.94,Credit Card,Website,Processing
ORD-2023000247,2023-04-10,Customer_63,North,Beijing,The Great Novel,Books,Fiction,1,24.59,24.59,Credit Card,Phone,Cancelled
ORD-2023000248,2024-08-15,Customer_60,South,Xiamen,iPad Air,Electronics,Tablets,1,534.33,534.33,COD,Store,Returned
ORD-2023000249,2023-10-21,Customer_170,Central,Changsha,Camping Tent 4P,Sports,Outdoor,2,281.22,562.44,COD,Website,Cancelled
ORD-2023000250,2023-12-25,Customer_161,East,Hangzhou,Galaxy S24,Electronics,Smartphones,5,1019.97,5099.85,Bank Transfer,Third-party,Cancelled
ORD-2023000251,2024-10-14,Customer_179,North,Tianjin,Data Science 101,Books,Non-Fiction,4,54.28,217.12,Bank Transfer,Phone,Processing
ORD-2023000252,2024-04-06,Customer_77,East,Hangzhou,Sony WH-1000XM5,Electronics,Headphones,5,346.23,1731.15,Alipay,Phone,Completed
ORD-2023000253,2025-03-06,Customer_63,Central,Zhengzhou,Silk Dress,Clothing,Women's Wear,5,130.16,650.8,WeChat Pay,Website,Shipped
ORD-2023000254,2024-01-26,Customer_14,North,Tianjin,Dumbbell Set 20kg,Sports,Fitness Equipment,1,89.95,89.95,WeChat Pay,Phone,Returned
ORD-2023000255,2024-03-20,Customer_123,Central,Wuhan,MacBook Air,Electronics,Laptops,2,1308.58,2617.16,Alipay,Store,Shipped
ORD-2023000256,2025-09-07,Customer_63,North,Beijing,iPad Air,Electronics,Tablets,1,643.36,643.36,COD,Website,Cancelled
ORD-2023000257,2025-12-28,Customer_167,South,Xiamen,Camping Tent 4P,Sports,Outdoor,3,288.3,864.9,WeChat Pay,Store,Shipped
ORD-2023000258,2025-08-19,Customer_195,East,Nanjing,Wool Scarf,Clothing,Accessories,4,34.3,137.2,WeChat Pay,Website,Shipped
ORD-2023000259,2023-10-26,Customer_5,East,Hangzhou,Galaxy S24,Electronics,Smartphones,5,997.19,4985.95,WeChat Pay,Third-party,Returned
ORD-2023000260,2024-11-06,Customer_59,Central,Changsha,Silk Dress,Clothing,Women's Wear,3,115.55,346.65,Bank Transfer,Third-party,Processing
ORD-2023000261,2025-09-27,Customer_186,West,Xi'an,Data Science 101,Books,Non-Fiction,3,46.35,139.05,Bank Transfer,Phone,Processing
ORD-2023000262,2023-05-01,Customer_135,East,Shanghai,AirPods Pro,Electronics,Headphones,5,248.13,1240.65,Credit Card,App,Completed
ORD-2023000263,2023-11-06,Customer_3,North,Tianjin,AirPods Pro,Electronics,Headphones,2,216.73,433.46,Alipay,Third-party,Cancelled
ORD-2023000264,2025-09-26,Customer_5,East,Shanghai,The Great Novel,Books,Fiction,5,28.08,140.4,Credit Card,Third-party,Returned
ORD-2023000265,2024-08-10,Customer_5,West,Chengdu,iPhone 15,Electronics,Smartphones,5,1065.59,5327.95,COD,Phone,Processing
ORD-2023000266,2025-12-14,Customer_65,North,Beijing,Standing Desk,Home & Garden,Furniture,2,460.22,920.44,WeChat Pay,Store,Cancelled
ORD-2023000267,2024-04-07,Customer_77,North,Tianjin,Denim Jacket,Clothing,Men's Wear,4,80.54,322.16,Credit Card,App,Completed
ORD-2023000268,2023-01-20,Customer_180,West,Chongqing,Denim Jacket,Clothing,Men's Wear,5,78.43,392.15,Alipay,App,Cancelled
ORD-2023000269,2023-07-15,Customer_136,West,Xi'an,Camping Tent 4P,Sports,Outdoor,5,341.82,1709.1,Credit Card,Website,Processing
ORD-2023000270,2024-07-28,Customer_140,Central,Zhengzhou,Running Shoes Pro,Sports,Running,1,167.96,167.96,COD,App,Processing
ORD-2023000271,2025-03-26,Customer_20,East,Shanghai,iPad Air,Electronics,Tablets,5,535.06,2675.3,WeChat Pay,Website,Returned
ORD-2023000272,2023-10-14,Customer_177,South,Xiamen,Denim Jacket,Clothing,Men's Wear,5,75.01,375.05,Credit Card,Third-party,Shipped
ORD-2023000273,2024-11-28,Customer_155,North,Beijing,Silk Dress,Clothing,Women's Wear,2,142.11,284.22,COD,Third-party,Cancelled
ORD-2023000274,2025-07-11,Customer_126,East,Shanghai,Data Science 101,Books,Non-Fiction,3,54.24,162.72,Alipay,Store,Returned
ORD-2023000275,2023-06-25,Customer_198,West,Chongqing,Sony WH-1000XM5,Electronics,Headphones,5,365.82,1829.1,COD,Store,Processing
ORD-2023000276,2023-11-12,Customer_190,North,Beijing,Running Shoes Pro,Sports,Running,2,143.64,287.28,Bank Transfer,Store,Shipped
ORD-2023000277,2024-07-06,Customer_27,North,Beijing,iPhone 15,Electronics,Smartphones,3,982.44,2947.32,Alipay,App,Processing
ORD-2023000278,2023-07-31,Customer_7,West,Chongqing,Ceramic Mug Set,Home & Garden,Kitchenware,5,29.11,145.55,Credit Card,Store,Returned
ORD-2023000279,2023-01-26,Customer_75,North,Shenyang,The Great Novel,Books,Fiction,3,27.72,83.16,Bank Transfer,Phone,Completed
ORD-2023000280,2025-02-18,Customer_44,Central,Wuhan,LED Floor Lamp,Home & Garden,Lighting,5,80.18,400.9,Alipay,Store,Shipped
ORD-2023000281,2024-07-19,Customer_108,East,Hangzhou,AirPods Pro,Electronics,Headphones,1,224.14,224.14,WeChat Pay,Phone,Completed
ORD-2023000282,2024-02-05,Customer_118,East,Hangzhou,Canon EOS R6,Electronics,Cameras,4,2569.33,10277.32,Credit Card,Website,Shipped
ORD-2023000283,2024-11-05,Customer_113,North,Tianjin,Camping Tent 4P,Sports,Outdoor,5,288.23,1441.15,WeChat Pay,Phone,Returned
ORD-2023000284,2024-02-16,Customer_123,South,Guangzhou,Camping Tent 4P,Sports,Outdoor,5,339.12,1695.6,WeChat Pay,Website,Cancelled
ORD-2023000285,2024-05-11,Customer_84,East,Hangzhou,Dark Chocolate Box,Food & Beverage,Snacks,4,17.09,68.36,Bank Transfer,Store,Cancelled
ORD-2023000286,2024-01-04,Customer_175,East,Shanghai,LED Floor Lamp,Home & Garden,Lighting,2,91.46,182.92,COD,App,Cancelled
ORD-2023000287,2025-04-17,Customer_173,South,Guangzhou,Yoga Mat Premium,Sports,Yoga,1,53.69,53.69,Bank Transfer,Website,Shipped
ORD-2023000288,2025-02-11,Customer_19,South,Guangzhou,Organic Coffee Beans,Food & Beverage,Beverages,2,21.28,42.56,Bank Transfer,Third-party,Cancelled
ORD-2023000289,2025-05-06,Customer_140,Central,Zhengzhou,Ceramic Mug Set,Home & Garden,Kitchenware,5,32.68,163.4,Credit Card,Store,Returned
ORD-2023000290,2024-12-28,Customer_43,Central,Changsha,MacBook Air,Electronics,Laptops,1,1295.74,1295.74,COD,App,Returned
ORD-2023000291,2024-06-13,Customer_57,West,Chongqing,Silk Dress,Clothing,Women's Wear,1,110.06,110.06,COD,Third-party,Returned
ORD-2023000292,2025-03-12,Customer_119,Central,Changsha,LED Floor Lamp,Home & Garden,Lighting,2,87.55,175.1,COD,Third-party,Processing
ORD-2023000293,2023-06-25,Customer_30,East,Shanghai,Wool Scarf,Clothing,Accessories,1,36.61,36.61,Alipay,Store,Shipped
ORD-2023000294,2025-09-02,Customer_25,East,Hangzhou,iPad Air,Electronics,Tablets,5,595.93,2979.65,Bank Transfer,Phone,Shipped
ORD-2023000295,2024-12-03,Customer_166,North,Tianjin,Galaxy S24,Electronics,Smartphones,1,770.24,770.24,Credit Card,Website,Processing
ORD-2023000296,2025-05-23,Customer_119,Central,Wuhan,Ceramic Mug Set,Home & Garden,Kitchenware,2,27.53,55.06,Alipay,Phone,Processing
ORD-2023000297,2024-02-09,Customer_116,South,Xiamen,Organic Coffee Beans,Food & Beverage,Beverages,4,19.36,77.44,COD,Phone,Cancelled
ORD-2023000298,2023-05-09,Customer_148,North,Shenyang,iPad Air,Electronics,Tablets,2,559.17,1118.34,Credit Card,Third-party,Processing
ORD-2023000299,2025-09-29,Customer_136,East,Hangzhou,iPad Air,Electronics,Tablets,4,529.63,2118.52,WeChat Pay,Third-party,Cancelled
ORD-2023000300,2025-07-26,Customer_159,Central,Zhengzhou,LED Floor Lamp,Home & Garden,Lighting,1,84.94,84.94,Alipay,Store,Returned
ORD-2023000301,2024-05-03,Customer_79,Central,Wuhan,Organic Coffee Beans,Food & Beverage,Beverages,2,18.87,37.74,Credit Card,Website,Shipped
ORD-2023000302,2025-02-24,Customer_109,South,Xiamen,Denim Jacket,Clothing,Men's Wear,4,81.29,325.16,Alipay,Phone,Returned
ORD-2023000303,2024-01-19,Customer_81,South,Xiamen,Sony WH-1000XM5,Electronics,Headphones,4,326.89,1307.56,Bank Transfer,Third-party,Completed
ORD-2023000304,2025-02-25,Customer_144,East,Shanghai,Wool Scarf,Clothing,Accessories,2,35.43,70.86,COD,Phone,Cancelled
ORD-2023000305,2023-06-19,Customer_145,West,Chongqing,Dark Chocolate Box,Food & Beverage,Snacks,4,14.94,59.76,Credit Card,Website,Shipped
ORD-2023000306,2025-07-25,Customer_145,North,Tianjin,Canon EOS R6,Electronics,Cameras,5,2340.57,11702.85,Bank Transfer,Third-party,Returned
ORD-2023000307,2025-01-21,Customer_139,North,Shenyang,ThinkPad X1,Electronics,Laptops,3,1514.46,4543.38,Credit Card,Phone,Returned
ORD-2023000308,2023-03-08,Customer_116,South,Guangzhou,ThinkPad X1,Electronics,Laptops,2,1314.1,2628.2,WeChat Pay,Store,Completed
ORD-2023000309,2024-12-19,Customer_182,West,Chengdu,Canon EOS R6,Electronics,Cameras,2,2731.93,5463.86,COD,Phone,Processing
ORD-2023000310,2024-12-19,Customer_137,Central,Wuhan,iPad Air,Electronics,Tablets,2,653.89,1307.78,WeChat Pay,Third-party,Returned
ORD-2023000311,2024-07-01,Customer_132,South,Guangzhou,Dark Chocolate Box,Food & Beverage,Snacks,3,14.04,42.12,Credit Card,Website,Cancelled
ORD-2023000312,2023-09-29,Customer_64,North,Tianjin,Data Science 101,Books,Non-Fiction,2,53.01,106.02,Alipay,Store,Processing
ORD-2023000313,2025-04-28,Customer_97,West,Chongqing,AirPods Pro,Electronics,Headphones,5,258.89,1294.45,Bank Transfer,App,Completed
ORD-2023000314,2025-09-26,Customer_84,West,Xi'an,Running Shoes Pro,Sports,Running,3,146.97,440.91,COD,App,Completed
ORD-2023000315,2025-12-30,Customer_102,West,Xi'an,Organic Coffee Beans,Food & Beverage,Beverages,3,22.09,66.27,Alipay,Phone,Processing
ORD-2023000316,2023-09-25,Customer_145,West,Chongqing,Camping Tent 4P,Sports,Outdoor,3,284.45,853.35,Bank Transfer,Store,Completed
ORD-2023000317,2023-11-20,Customer_113,North,Beijing,Data Science 101,Books,Non-Fiction,4,42.74,170.96,Bank Transfer,App,Cancelled
ORD-2023000318,2024-07-15,Customer_24,South,Xiamen,AirPods Pro,Electronics,Headphones,3,223.53,670.59,WeChat Pay,Store,Completed
ORD-2023000319,2024-09-17,Customer_186,East,Nanjing,Data Science 101,Books,Non-Fiction,2,43.27,86.54,Alipay,Phone,Completed
ORD-2023000320,2024-04-08,Customer_133,North,Beijing,iPad Air,Electronics,Tablets,4,523.16,2092.64,Bank Transfer,App,Completed
ORD-2023000321,2024-04-13,Customer_99,East,Shanghai,Silk Dress,Clothing,Women's Wear,2,128.14,256.28,Credit Card,App,Completed
ORD-2023000322,2023-09-30,Customer_165,East,Hangzhou,Yoga Mat Premium,Sports,Yoga,2,47.28,94.56,Alipay,App,Returned
ORD-2023000323,2024-03-12,Customer_161,Central,Wuhan,The Great Novel,Books,Fiction,2,24.54,49.08,Alipay,Phone,Returned
ORD-2023000324,2023-09-10,Customer_151,West,Chengdu,MacBook Air,Electronics,Laptops,1,1069.51,1069.51,Bank Transfer,Store,Cancelled
ORD-2023000325,2024-05-23,Customer_142,East,Shanghai,Canon EOS R6,Electronics,Cameras,3,2607.42,7822.26,COD,Third-party,Returned
ORD-2023000326,2025-11-09,Customer_49,East,Nanjing,iPhone 15,Electronics,Smartphones,3,910.72,2732.16,Bank Transfer,Store,Completed
ORD-2023000327,2023-05-26,Customer_136,South,Guangzhou,Denim Jacket,Clothing,Men's Wear,1,72.86,72.86,Credit Card,Store,Shipped
ORD-2023000328,2023-12-20,Customer_196,South,Guangzhou,LED Floor Lamp,Home & Garden,Lighting,4,85.41,341.64,Bank Transfer,App,Completed
ORD-2023000329,2023-05-04,Customer_102,Central,Wuhan,iPhone 15,Electronics,Smartphones,3,913.81,2741.43,COD,Store,Returned
ORD-2023000330,2023-11-09,Customer_72,West,Chongqing,Dark Chocolate Box,Food & Beverage,Snacks,4,13.11,52.44,Credit Card,Store,Completed
ORD-2023000331,2023-05-16,Customer_80,Central,Wuhan,AirPods Pro,Electronics,Headphones,5,236.06,1180.3,Bank Transfer,Website,Completed
ORD-2023000332,2023-04-23,Customer_80,South,Shenzhen,Silk Dress,Clothing,Women's Wear,1,127.2,127.2,Alipay,App,Completed
ORD-2023000333,2024-12-11,Customer_134,South,Xiamen,iPhone 15,Electronics,Smartphones,2,997.92,1995.84,COD,Store,Processing
ORD-2023000334,2023-03-02,Customer_86,East,Shanghai,Running Shoes Pro,Sports,Running,1,161.13,161.13,Bank Transfer,Store,Returned
ORD-2023000335,2025-10-13,Customer_117,North,Tianjin,Dark Chocolate Box,Food & Beverage,Snacks,5,15.56,77.8,COD,Store,Completed
ORD-2023000336,2023-07-30,Customer_147,West,Xi'an,Sony WH-1000XM5,Electronics,Headphones,3,313.12,939.36,Credit Card,Website,Returned
ORD-2023000337,2025-01-15,Customer_99,North,Beijing,iPhone 15,Electronics,Smartphones,2,862.93,1725.86,Alipay,Website,Completed
ORD-2023000338,2024-05-23,Customer_107,Central,Changsha,Data Science 101,Books,Non-Fiction,4,45.86,183.44,WeChat Pay,Store,Completed
ORD-2023000339,2023-04-18,Customer_46,Central,Zhengzhou,ThinkPad X1,Electronics,Laptops,5,1471.74,7358.7,Alipay,Third-party,Completed
ORD-2023000340,2024-09-28,Customer_84,West,Chengdu,Leather Boots,Clothing,Footwear,3,172.05,516.15,Credit Card,Third-party,Cancelled
ORD-2023000341,2024-09-14,Customer_190,North,Tianjin,iPad Air,Electronics,Tablets,3,610.47,1831.41,COD,Website,Cancelled
ORD-2023000342,2024-05-17,Customer_39,East,Nanjing,Wool Scarf,Clothing,Accessories,2,41.72,83.44,Credit Card,Phone,Completed
ORD-2023000343,2023-01-03,Customer_195,South,Xiamen,Dumbbell Set 20kg,Sports,Fitness Equipment,1,101.04,101.04,Bank Transfer,Store,Completed
ORD-2023000344,2023-05-03,Customer_37,South,Xiamen,Canon EOS R6,Electronics,Cameras,4,2493.02,9972.08,WeChat Pay,App,Completed
ORD-2023000345,2023-06-23,Customer_149,South,Xiamen,Silk Dress,Clothing,Women's Wear,3,127.39,382.17,Credit Card,Third-party,Processing
ORD-2023000346,2023-09-25,Customer_61,West,Chengdu,LED Floor Lamp,Home & Garden,Lighting,5,77.31,386.55,WeChat Pay,Store,Shipped
ORD-2023000347,2024-04-23,Customer_20,West,Xi'an,Camping Tent 4P,Sports,Outdoor,3,294.76,884.28,Alipay,Website,Returned
ORD-2023000348,2024-10-05,Customer_105,North,Beijing,ThinkPad X1,Electronics,Laptops,2,1377.83,2755.66,Credit Card,Third-party,Shipped
ORD-2023000349,2023-09-03,Customer_24,South,Guangzhou,Yoga Mat Premium,Sports,Yoga,4,45.55,182.2,Alipay,Store,Returned
ORD-2023000350,2024-05-23,Customer_92,North,Beijing,Camping Tent 4P,Sports,Outdoor,2,262.33,524.66,Bank Transfer,Third-party,Completed
ORD-2023000351,2025-07-15,Customer_143,East,Hangzhou,Sony WH-1000XM5,Electronics,Headphones,1,396.33,396.33,COD,Website,Completed
ORD-2023000352,2024-03-31,Customer_34,West,Chengdu,AirPods Pro,Electronics,Headphones,1,212.54,212.54,Alipay,Phone,Shipped
ORD-2023000353,2023-06-03,Customer_6,North,Shenyang,LED Floor Lamp,Home & Garden,Lighting,3,100.15,300.45,Credit Card,Website,Cancelled
ORD-2023000354,2025-08-02,Customer_13,South,Shenzhen,Camping Tent 4P,Sports,Outdoor,1,257.98,257.98,Alipay,Third-party,Cancelled
ORD-2023000355,2023-12-20,Customer_91,West,Chongqing,iPhone 15,Electronics,Smartphones,4,1053.91,4215.64,Alipay,Website,Shipped
ORD-2023000356,2024-05-18,Customer_166,East,Hangzhou,AirPods Pro,Electronics,Headphones,1,257.52,257.52,WeChat Pay,Phone,Cancelled
ORD-2023000357,2023-10-09,Customer_108,Central,Zhengzhou,Galaxy S24,Electronics,Smartphones,1,839.61,839.61,Alipay,Third-party,Processing
ORD-2023000358,2025-09-19,Customer_89,Central,Wuhan,Denim Jacket,Clothing,Men's Wear,3,78.52,235.56,COD,Third-party,Shipped
ORD-2023000359,2024-03-24,Customer_8,West,Chongqing,Sony WH-1000XM5,Electronics,Headphones,1,330.04,330.04,WeChat Pay,App,Cancelled
ORD-2023000360,2023-07-25,Customer_64,Central,Zhengzhou,LED Floor Lamp,Home & Garden,Lighting,2,101.66,203.32,Alipay,Store,Returned
ORD-2023000361,2023-12-22,Customer_46,North,Beijing,LED Floor Lamp,Home & Garden,Lighting,4,85.12,340.48,Alipay,Third-party,Shipped
ORD-2023000362,2023-10-19,Customer_145,East,Nanjing,iPhone 15,Electronics,Smartphones,3,1133.13,3399.39,Alipay,Phone,Returned
ORD-2023000363,2024-04-21,Customer_155,East,Shanghai,Wool Scarf,Clothing,Accessories,1,34.21,34.21,Alipay,App,Returned
ORD-2023000364,2023-09-25,Customer_88,West,Chengdu,Camping Tent 4P,Sports,Outdoor,5,272.22,1361.1,Alipay,Store,Completed
ORD-2023000365,2025-12-13,Customer_94,North,Beijing,LED Floor Lamp,Home & Garden,Lighting,2,96.33,192.66,Credit Card,Store,Cancelled
ORD-2023000366,2023-11-19,Customer_188,Central,Wuhan,Camping Tent 4P,Sports,Outdoor,3,283.09,849.27,Bank Transfer,Phone,Shipped
ORD-2023000367,2024-04-02,Customer_171,South,Xiamen,Ceramic Mug Set,Home & Garden,Kitchenware,5,31.5,157.5,COD,Website,Cancelled
ORD-2023000368,2023-01-04,Customer_180,East,Nanjing,Dark Chocolate Box,Food & Beverage,Snacks,3,13.31,39.93,COD,Phone,Returned
ORD-2023000369,2024-03-28,Customer_164,North,Beijing,The Great Novel,Books,Fiction,3,28.15,84.45,COD,App,Cancelled
ORD-2023000370,2024-10-16,Customer_43,South,Guangzhou,MacBook Air,Electronics,Laptops,2,1143.9,2287.8,Credit Card,Store,Cancelled
ORD-2023000371,2024-12-18,Customer_66,North,Tianjin,iPad Air,Electronics,Tablets,2,633.71,1267.42,Credit Card,App,Completed
ORD-2023000372,2025-10-06,Customer_97,West,Chongqing,Silk Dress,Clothing,Women's Wear,2,143.88,287.76,WeChat Pay,Third-party,Cancelled
ORD-2023000373,2023-05-31,Customer_9,North,Tianjin,LED Floor Lamp,Home & Garden,Lighting,2,79.99,159.98,WeChat Pay,App,Shipped
ORD-2023000374,2025-02-07,Customer_42,East,Shanghai,MacBook Air,Electronics,Laptops,3,1080.34,3241.02,Credit Card,Third-party,Completed
