campaign_id,campaign_name,channel,start_date,end_date,budget,spend,impressions,clicks,conversions,revenue_generated,roi_pct,region
CAMP-0214,Summer Sale,Social Media,2024-11-07,2024-12-18,95201.14,92503.69,2710557,200041,13562,5020831.48,5327.7,East
CAMP-0215,Summer Sale,Social Media,2024-02-28,2024-03-12,126348.22,125254.25,23520980,440212,14850,3597461.28,2772.1,Central
CAMP-0216,Spring Campaign,Email,2024-07-03,2024-08-07,35046.8,32844.93,4253262,129558,11465,1225807.81,3632.1,South
CAMP-0217,Autumn Deal,Third-party,2024-09-05,2024-09-14,161519.57,146131.06,20566133,697105,54543,10817726.82,7302.8,East
CAMP-0218,Brand Day,Social Media,2025-01-12,2025-01-28,189695.09,165018.36,21315124,828150,65629,7353718.95,4356.3,South
CAMP-0219,618 Festival,Website,2023-05-14,2023-05-26,21760.77,15591.62,1728705,133889,1844,687246.65,4307.8,Central
CAMP-0220,Black Friday,App,2025-04-06,2025-04-16,135573.88,137173.57,24797337,969107,14007,5970333.16,4252.4,East
CAMP-0221,Referral Program,Email,2023-02-06,2023-02-27,121661.53,100173.99,12188552,627186,20486,4692995.39,4584.8,Central
CAMP-0222,Autumn Deal,Third-party,2025-01-22,2025-02-05,101328.39,77053.37,2850970,119504,5366,1002912.95,1201.6,South
CAMP-0223,Brand Day,Social Media,2024-04-10,2024-04-28,36892.21,30482.22,1980114,31336,1372,326935.74,972.5,East
CAMP-0224,Flash Sale,App,2025-04-10,2025-05-03,120265.01,111379.49,19101527,371081,10233,3981609.53,3474.8,Central
CAMP-0225,Spring Campaign,Email,2023-07-27,2023-08-21,62413.39,53362.61,9707740,62023,3423,1019360.07,1810.3,Central
CAMP-0226,Clearance,Store,2024-08-17,2024-09-14,7290.0,6288.49,1024039,5913,258,94662.51,1405.3,Central
CAMP-0227,Flash Sale,App,2023-12-24,2024-01-04,124355.1,125130.4,5755827,323133,17680,6047336.14,4732.8,South
CAMP-0228,Black Friday,App,2024-03-13,2024-04-02,36191.87,36451.61,5497098,198217,6763,1825923.6,4909.2,West
CAMP-0229,Membership Drive,Website,2023-11-23,2023-12-10,36203.5,29887.53,1171175,42603,3822,866453.77,2799.0,North
CAMP-0230,New Year Promo,Store,2025-04-08,2025-05-23,31095.14,28885.58,3432007,255885,6034,1207112.34,4078.9,North
CAMP-0231,Autumn Deal,Third-party,2025-08-04,2025-09-06,47581.43,35832.25,2521578,155855,11393,2836102.12,7814.9,West
CAMP-0232,Spring Campaign,Email,2024-04-19,2024-05-05,130921.76,99543.24,12767452,347905,27399,4261965.49,4181.5,West
CAMP-0233,Black Friday,App,2023-03-19,2023-04-16,134332.84,123347.88,1867843,103033,4179,675758.25,447.8,North
CAMP-0234,Spring Campaign,Email,2024-11-01,2024-12-12,153255.21,109448.22,6763479,304914,26402,9922833.72,8966.2,South
CAMP-0235,618 Festival,Website,2025-04-18,2025-04-30,39472.14,29728.21,5661850,101727,1715,676836.72,2176.7,Central
CAMP-0236,Flash Sale,App,2025-07-22,2025-08-05,143689.62,127655.9,22371535,1023676,59599,29585078.08,23075.6,East
CAMP-0237,Double 11 Sale,App,2023-04-17,2023-05-31,26398.38,21497.54,2487086,23345,883,183972.85,755.8,South
CAMP-0238,Flash Sale,App,2023-01-01,2023-01-10,159949.43,121910.49,22715952,1673426,91711,31922581.25,26085.3,West
CAMP-0239,Spring Campaign,Email,2025-05-01,2025-05-28,106552.29,103523.91,19913333,1052129,37202,16573150.19,15909.0,East
CAMP-0240,Referral Program,Email,2023-05-02,2023-06-16,89892.16,66992.62,4440064,82238,5341,2030866.04,2931.5,West
CAMP-0241,New Year Promo,Store,2023-07-03,2023-07-14,42695.05,30142.18,4254075,35778,882,164257.48,444.9,South
CAMP-0242,618 Festival,Website,2023-10-16,2023-11-23,187843.88,191781.61,22627712,1575803,138553,16324313.43,8411.9,Central
CAMP-0243,Membership Drive,Website,2023-06-07,2023-07-10,119684.87,108664.47,13742098,661717,37993,13438459.46,12266.9,Central
CAMP-0244,Referral Program,Email,2023-07-23,2023-08-06,148394.39,104909.76,5421173,202748,9505,3704575.63,3431.2,South
CAMP-0245,Referral Program,Email,2023-01-03,2023-01-13,6049.62,6217.11,945741,42977,1177,289933.31,4563.5,North
CAMP-0246,Double 11 Sale,App,2023-11-26,2023-12-05,68694.3,52400.78,2956013,132161,4116,1556298.44,2870.0,East
CAMP-0247,Brand Day,Social Media,2024-12-06,2024-12-23,185356.44,184403.33,23424652,1276616,77630,26146962.02,14079.2,North
CAMP-0248,Membership Drive,Website,2024-02-12,2024-03-24,141013.76,106804.52,10349768,390300,12476,2188267.13,1948.9,Central
CAMP-0249,Spring Campaign,Email,2025-06-22,2025-07-31,123835.69,103387.64,16544578,1273608,37321,10566840.94,10120.6,North
CAMP-0250,Brand Day,Social Media,2023-12-11,2023-12-25,177238.2,183834.35,33729867,2066061,163459,25230536.48,13624.6,West
